Long,Lat                  Streetscore    Network      Match
-73.995468,40.753376            Safe       Safe       True
-73.996216,40.753376            Safe       Safe       True
-73.99659,40.753376             Safe       Safe       True
-73.997345,40.753376            Safe       Safe       True
-73.997719,40.753376            Safe       Safe       True
-73.998466,40.753376            Safe       Safe       True
-73.99884,40.753376             Safe       Safe       True
-73.999596,40.753376            Safe       Safe       True
-73.999969,40.753376            Safe       Safe       True
-74.00457,40.753384             Safe       Safe       True
-74.002998,40.753384            Safe       Safe       True
-74.003387,40.753384            Safe       Safe       True
-74.004173,40.753387            Safe       Safe       True
-73.964508,40.7537              Safe       Safe       True
-73.965256,40.7537              Safe       Safe       True
-73.96563,40.7537               Safe       Safe       True
-73.966377,40.7537              Safe       Safe       True
-73.966759,40.7537              Safe       Safe       True
-73.967506,40.7537              Safe       Safe       True
-73.96788,40.7537               Safe       Safe       True
-73.968636,40.7537              Safe       Safe       True
-73.969009,40.7537              Safe       Safe       True
-73.969757,40.7537              Safe       Safe       True
-73.970131,40.7537              Safe       Safe       True
-73.970886,40.7537              Safe       Safe       True
-73.97126,40.7537               Safe       Safe       True
-73.972008,40.7537              Safe       Safe       True
-73.972389,40.7537              Safe       Safe       True
-73.973137,40.7537              Safe       Safe       True
-73.973511,40.7537              Safe       Safe       True
-73.974258,40.7537              Safe       Safe       True
-73.97464,40.7537               Safe       Safe       True
-73.975388,40.7537              Safe       Safe       True
-73.975761,40.7537              Safe       Safe       True
-73.976517,40.7537              Safe       Safe       True
-73.976891,40.7537              Safe       Safe       True
-73.977638,40.7537              Safe       Safe       True
-73.978012,40.7537              Safe       Safe       True
-73.978767,40.7537              Safe       Safe       True
-73.979141,40.7537              Safe       Safe       True
-73.979889,40.7537              Safe       Safe       True
-73.98027,40.7537               Safe       Safe       True
-73.981018,40.7537              Safe       Safe       True
-73.981392,40.7537              Safe       Safe       True
-73.98214,40.7537               Safe       Safe       True
-73.982521,40.7537              Safe       Safe       True
-73.983269,40.7537              Safe       Safe       True
-73.983643,40.7537              Safe       Safe       True
-73.984398,40.7537              Safe       Safe       True
-73.984772,40.7537              Safe       Safe       True
-73.985519,40.7537              Safe       Safe       True
-73.985893,40.7537              Safe       Safe       True
-73.986649,40.7537              Safe       Safe       True
-73.987022,40.7537              Safe       Safe       True
-73.98777,40.7537               Safe       Safe       True
-73.988144,40.7537              Safe       Safe       True
-73.988899,40.7537              Safe       Safe       True
-73.989273,40.7537              Safe       Safe       True
-73.990021,40.7537              Safe       Safe       True
-73.990402,40.7537              Safe       Safe       True
-73.99115,40.7537               Safe       Safe       True
-73.991524,40.7537              Safe       Safe       True
-73.992279,40.7537              Safe       Safe       True
-73.992653,40.7537              Safe       Safe       True
-73.993401,40.7537              Safe       Safe       True
-73.993774,40.7537              Safe       Safe       True
-73.99453,40.7537               Safe       Safe       True
-73.994904,40.7537              Safe       Safe       True
-73.995651,40.7537              Safe       Safe       True
-73.996025,40.7537              Safe       Safe       True
-73.99678,40.7537               Safe       Safe       True
-73.997154,40.7537              Safe       Safe       True
-73.997902,40.7537              Safe       Safe       True
-73.998283,40.7537              Safe       Safe       True
-73.999031,40.7537              Safe       Safe       True
-73.999405,40.7537              Safe       Safe       True
-74.00016,40.7537               Safe       Safe       True
-74.002815,40.753708            Safe       Safe       True
-74.005142,40.753708            Safe       Safe       True
-74.003586,40.753712            Safe       Safe       True
-74.004768,40.753712            Safe       Safe       True
-74.003983,40.753712            Safe       Safe       True
-73.964691,40.754025            Safe       Safe       True
-73.965065,40.754025            Safe       Safe       True
-73.96582,40.754025             Safe       Safe       True
-73.966194,40.754025            Safe       Safe       True
-73.966942,40.754025            Safe       Safe       True
-73.967323,40.754025            Safe       Safe       True
-73.968071,40.754025            Safe       Safe       True
-73.968445,40.754025            Safe       Safe       True
-73.969193,40.754025            Safe       Safe       True
-73.969574,40.754025            Safe       Safe       True
-73.970322,40.754025            Safe       Safe       True
-73.970695,40.754025            Safe       Safe       True
-73.971451,40.754025            Safe       Safe       True
-73.971825,40.754025            Safe       Safe       True
-73.972572,40.754025            Safe       Safe       True
-73.972946,40.754025            Safe       Safe       True
-73.973701,40.754025            Safe       Safe       True
-73.974075,40.754025            Safe       Safe       True
-73.974823,40.754025            Safe       Safe       True
-73.975197,40.754025            Safe       Safe       True
-73.975952,40.754025            Safe       Safe       True
-73.976326,40.754025            Safe     Unsafe      False
-73.977074,40.754025            Safe       Safe       True
-73.977455,40.754025            Safe       Safe       True
-73.978203,40.754025            Safe       Safe       True
-73.978577,40.754025            Safe       Safe       True
-73.979324,40.754025            Safe       Safe       True
-73.979706,40.754025            Safe       Safe       True
-73.980453,40.754025            Safe       Safe       True
-73.980827,40.754025            Safe       Safe       True
-73.981583,40.754025            Safe       Safe       True
-73.981956,40.754025            Safe       Safe       True
-73.982704,40.754025            Safe       Safe       True
-73.983078,40.754025            Safe       Safe       True
-73.983833,40.754025            Safe       Safe       True
-73.984207,40.754025            Safe       Safe       True
-73.984955,40.754025            Safe       Safe       True
-73.985336,40.754025            Safe       Safe       True
-73.986084,40.754025            Safe       Safe       True
-73.986458,40.754025            Safe       Safe       True
-73.987206,40.754025            Safe       Safe       True
-73.987587,40.754025            Safe       Safe       True
-73.988335,40.754025            Safe       Safe       True
-73.988708,40.754025            Safe       Safe       True
-73.989464,40.754025            Safe       Safe       True
-73.989838,40.754025            Safe       Safe       True
-73.990585,40.754025            Safe       Safe       True
-73.990959,40.754025            Safe       Safe       True
-73.991714,40.754025            Safe       Safe       True
-73.992088,40.754025            Safe       Safe       True
-73.992836,40.754025            Safe       Safe       True
-73.993217,40.754025            Safe       Safe       True
-73.993965,40.754025            Safe       Safe       True
-73.994339,40.754025            Safe       Safe       True
-73.995087,40.754025            Safe       Safe       True
-73.995468,40.754025            Safe       Safe       True
-73.996216,40.754025            Safe       Safe       True
-73.99659,40.754025             Safe       Safe       True
-73.997345,40.754025            Safe       Safe       True
-73.997719,40.754025            Safe       Safe       True
-73.998466,40.754025            Safe       Safe       True
-73.99884,40.754025             Safe       Safe       True
-73.999596,40.754025            Safe       Safe       True
-73.999969,40.754025            Safe       Safe       True
-74.000725,40.754028            Safe       Safe       True
-74.003006,40.754032            Safe     Unsafe      False
-74.003395,40.754036            Safe       Safe       True
-74.00457,40.754047             Safe       Safe       True
-73.964127,40.754353            Safe       Safe       True
-73.964508,40.754353            Safe       Safe       True
-73.965256,40.754353            Safe       Safe       True
-73.96563,40.754353             Safe       Safe       True
-73.966377,40.754353            Safe       Safe       True
-73.966759,40.754353            Safe       Safe       True
-73.967506,40.754353            Safe       Safe       True
-73.96788,40.754353             Safe       Safe       True
-73.968636,40.754353            Safe       Safe       True
-73.969009,40.754353            Safe       Safe       True
-73.969757,40.754353            Safe       Safe       True
-73.970131,40.754353            Safe       Safe       True
-73.970886,40.754353            Safe       Safe       True
-73.97126,40.754353             Safe       Safe       True
-73.972008,40.754353            Safe       Safe       True
-73.972389,40.754353            Safe       Safe       True
-73.973137,40.754353            Safe       Safe       True
-73.973511,40.754353            Safe       Safe       True
-73.974258,40.754353            Safe       Safe       True
-73.97464,40.754353             Safe       Safe       True
-73.975388,40.754353            Safe       Safe       True
-73.975761,40.754353            Safe       Safe       True
-73.976517,40.754353            Safe       Safe       True
-73.976891,40.754353            Safe       Safe       True
-73.977638,40.754353            Safe       Safe       True
-73.978012,40.754353            Safe       Safe       True
-73.978767,40.754353            Safe       Safe       True
-73.979141,40.754353            Safe       Safe       True
-73.979889,40.754353            Safe       Safe       True
-73.98027,40.754353             Safe       Safe       True
-73.981018,40.754353            Safe       Safe       True
-73.981392,40.754353            Safe       Safe       True
-73.98214,40.754353             Safe       Safe       True
-73.982521,40.754353            Safe       Safe       True
-73.983269,40.754353            Safe       Safe       True
-73.983643,40.754353            Safe       Safe       True
-73.984398,40.754353            Safe       Safe       True
-73.984772,40.754353            Safe       Safe       True
-73.985519,40.754353            Safe       Safe       True
-73.985893,40.754353            Safe       Safe       True
-73.986649,40.754353            Safe       Safe       True
-73.987022,40.754353            Safe       Safe       True
-73.98777,40.754353             Safe       Safe       True
-73.988144,40.754353            Safe       Safe       True
-73.988899,40.754353            Safe       Safe       True
-73.989273,40.754353            Safe       Safe       True
-73.990021,40.754353            Safe       Safe       True
-73.990402,40.754353            Safe       Safe       True
-73.99115,40.754353             Safe       Safe       True
-73.991524,40.754353            Safe       Safe       True
-73.992279,40.754353            Safe       Safe       True
-73.992653,40.754353            Safe       Safe       True
-73.993401,40.754353            Safe       Safe       True
-73.993774,40.754353            Safe       Safe       True
-73.99453,40.754353             Safe       Safe       True
-73.994904,40.754353            Safe       Safe       True
-73.995651,40.754353            Safe       Safe       True
-73.996025,40.754353            Safe       Safe       True
-73.99678,40.754353             Safe       Safe       True
-73.997154,40.754353            Safe       Safe       True
-73.997902,40.754353            Safe       Safe       True
-73.998283,40.754353            Safe       Safe       True
-73.999031,40.754353            Safe       Safe       True
-73.999405,40.754353            Safe       Safe       True
-74.00016,40.754353             Safe       Safe       True
-74.000534,40.754353            Safe       Safe       True
-74.001289,40.754353            Safe       Safe       True
-74.001671,40.754353            Safe     Unsafe      False
-74.002434,40.754356            Safe       Safe       True
-74.002815,40.754356            Safe     Unsafe      False
-74.003593,40.754364            Safe       Safe       True
-73.963943,40.754677            Safe       Safe       True
Long,Lat                  Streetscore    Network      Match
-73.964691,40.754677            Safe       Safe       True
-73.965065,40.754677            Safe       Safe       True
-73.96582,40.754677             Safe       Safe       True
-73.966194,40.754677            Safe       Safe       True
-73.966942,40.754677            Safe       Safe       True
-73.967323,40.754677            Safe       Safe       True
-73.968071,40.754677            Safe       Safe       True
-73.968445,40.754677            Safe       Safe       True
-73.969193,40.754677            Safe       Safe       True
-73.969574,40.754677            Safe       Safe       True
-73.970322,40.754677            Safe       Safe       True
-73.970695,40.754677            Safe       Safe       True
-73.971451,40.754677            Safe       Safe       True
-73.971825,40.754677            Safe       Safe       True
-73.972572,40.754677            Safe       Safe       True
-73.972946,40.754677            Safe       Safe       True
-73.973701,40.754677            Safe       Safe       True
-73.974075,40.754677            Safe       Safe       True
-73.974823,40.754677            Safe       Safe       True
-73.975197,40.754677            Safe       Safe       True
-73.975952,40.754677            Safe       Safe       True
-73.976326,40.754677            Safe       Safe       True
-73.977074,40.754677            Safe       Safe       True
-73.977455,40.754677            Safe       Safe       True
-73.978203,40.754677            Safe       Safe       True
-73.978577,40.754677            Safe       Safe       True
-73.979324,40.754677            Safe       Safe       True
-73.979706,40.754677            Safe       Safe       True
-73.980453,40.754677            Safe       Safe       True
-73.980827,40.754677            Safe       Safe       True
-73.981583,40.754677            Safe       Safe       True
-73.981956,40.754677            Safe       Safe       True
-73.982704,40.754677            Safe       Safe       True
-73.983078,40.754677            Safe       Safe       True
-73.983833,40.754677            Safe       Safe       True
-73.984207,40.754677            Safe       Safe       True
-73.984955,40.754677            Safe       Safe       True
-73.985336,40.754677            Safe       Safe       True
-73.986084,40.754677            Safe       Safe       True
-73.986458,40.754677            Safe       Safe       True
-73.987206,40.754677            Safe       Safe       True
-73.987587,40.754677            Safe       Safe       True
-73.988335,40.754677            Safe       Safe       True
-73.988708,40.754677            Safe       Safe       True
-73.989464,40.754677            Safe       Safe       True
-73.989838,40.754677            Safe       Safe       True
-73.990585,40.754677            Safe       Safe       True
-73.990959,40.754677            Safe       Safe       True
-73.991714,40.754677            Safe       Safe       True
-73.992088,40.754677            Safe       Safe       True
-73.992836,40.754677            Safe       Safe       True
-73.993217,40.754677            Safe       Safe       True
-73.993965,40.754677            Safe       Safe       True
-73.994339,40.754677            Safe       Safe       True
-73.995087,40.754677            Safe       Safe       True
-73.995468,40.754677            Safe       Safe       True
-73.996216,40.754677            Safe       Safe       True
-73.99659,40.754677             Safe       Safe       True
-73.997345,40.754677            Safe       Safe       True
-73.997719,40.754677            Safe       Safe       True
-73.998466,40.754677            Safe       Safe       True
-73.99884,40.754677             Safe       Safe       True
-73.999596,40.754677            Safe       Safe       True
-73.999969,40.754677            Safe       Safe       True
-74.000725,40.754677            Safe       Safe       True
-74.001099,40.754677            Safe     Unsafe      False
-74.001862,40.754681            Safe       Safe       True
-74.002243,40.754681            Safe       Safe       True
-74.003014,40.754684            Safe       Safe       True
-74.003403,40.754688            Safe       Safe       True
-73.961876,40.754997            Safe       Safe       True
-73.96225,40.755001             Safe       Safe       True
-73.963379,40.755001            Safe       Safe       True
-73.964127,40.755001            Safe       Safe       True
-73.964508,40.755001            Safe       Safe       True
-73.965256,40.755001            Safe       Safe       True
-73.96563,40.755001             Safe       Safe       True
-73.966377,40.755001            Safe       Safe       True
-73.966759,40.755001            Safe       Safe       True
-73.967506,40.755001            Safe       Safe       True
-73.96788,40.755001             Safe       Safe       True
-73.968636,40.755001            Safe       Safe       True
-73.969009,40.755001            Safe       Safe       True
-73.969757,40.755001            Safe       Safe       True
-73.970131,40.755001            Safe       Safe       True
-73.970886,40.755001            Safe       Safe       True
-73.97126,40.755001             Safe       Safe       True
-73.972008,40.755001            Safe       Safe       True
-73.972389,40.755001            Safe       Safe       True
-73.973137,40.755001            Safe       Safe       True
-73.973511,40.755001            Safe       Safe       True
-73.974258,40.755001            Safe       Safe       True
-73.97464,40.755001             Safe       Safe       True
-73.975388,40.755001            Safe       Safe       True
-73.975761,40.755001            Safe       Safe       True
-73.976517,40.755001            Safe       Safe       True
-73.976891,40.755001            Safe       Safe       True
-73.977638,40.755001            Safe       Safe       True
-73.978012,40.755001            Safe       Safe       True
-73.978767,40.755001            Safe       Safe       True
-73.979141,40.755001            Safe       Safe       True
-73.979889,40.755001            Safe       Safe       True
-73.98027,40.755001             Safe       Safe       True
-73.981018,40.755001            Safe       Safe       True
-73.981392,40.755001            Safe       Safe       True
-73.98214,40.755001             Safe       Safe       True
-73.982521,40.755001            Safe       Safe       True
-73.983269,40.755001            Safe       Safe       True
-73.983643,40.755001            Safe       Safe       True
-73.984398,40.755001            Safe       Safe       True
-73.984772,40.755001            Safe       Safe       True
-73.985519,40.755001            Safe       Safe       True
-73.985893,40.755001            Safe       Safe       True
-73.986649,40.755001            Safe       Safe       True
-73.987022,40.755001            Safe       Safe       True
-73.98777,40.755001             Safe       Safe       True
-73.988144,40.755001            Safe       Safe       True
-73.988899,40.755001            Safe       Safe       True
-73.989273,40.755001            Safe       Safe       True
-73.990021,40.755001            Safe       Safe       True
-73.990402,40.755001            Safe       Safe       True
-73.99115,40.755001             Safe       Safe       True
-73.991524,40.755001            Safe       Safe       True
-73.992279,40.755001            Safe       Safe       True
-73.992653,40.755001            Safe       Safe       True
-73.993401,40.755001            Safe       Safe       True
-73.993774,40.755001            Safe       Safe       True
-73.99453,40.755001             Safe       Safe       True
-73.994904,40.755001            Safe       Safe       True
-73.995651,40.755001            Safe       Safe       True
-73.996025,40.755001            Safe       Safe       True
-73.99678,40.755001             Safe       Safe       True
-73.997154,40.755001            Safe       Safe       True
-73.997902,40.755001            Safe       Safe       True
-73.998283,40.755001            Safe       Safe       True
-73.999031,40.755001            Safe       Safe       True
-73.999405,40.755001            Safe       Safe       True
-74.00016,40.755001             Safe       Safe       True
-74.000534,40.755001            Safe       Safe       True
-74.001289,40.755005            Safe       Safe       True
-74.001671,40.755005            Safe       Safe       True
-74.002434,40.755009            Safe       Safe       True
-74.002815,40.755009            Safe       Safe       True
-73.961311,40.755325            Safe       Safe       True
-73.961685,40.755325            Safe       Safe       True
-73.96244,40.755325             Safe       Safe       True
-73.962814,40.755325            Safe       Safe       True
-73.96357,40.755325             Safe       Safe       True
-73.963943,40.755325            Safe       Safe       True
-73.964691,40.755325            Safe       Safe       True
-73.965065,40.755325            Safe       Safe       True
-73.96582,40.755325             Safe       Safe       True
-73.966194,40.755325            Safe       Safe       True
-73.966942,40.755325            Safe       Safe       True
-73.967323,40.755325            Safe       Safe       True
-73.968071,40.755325            Safe       Safe       True
-73.968445,40.755325            Safe       Safe       True
-73.969193,40.755325            Safe       Safe       True
-73.969574,40.755325            Safe       Safe       True
-73.970322,40.755325            Safe       Safe       True
-73.970695,40.755325            Safe       Safe       True
-73.971451,40.755325            Safe       Safe       True
-73.971825,40.755325            Safe       Safe       True
-73.972572,40.755325            Safe       Safe       True
-73.972946,40.755325            Safe       Safe       True
-73.973701,40.755325            Safe       Safe       True
-73.974075,40.755325            Safe       Safe       True
-73.974823,40.755325            Safe       Safe       True
-73.975197,40.755325            Safe       Safe       True
-73.975952,40.755325            Safe       Safe       True
-73.976326,40.755325            Safe       Safe       True
-73.977074,40.755325            Safe       Safe       True
-73.977455,40.755325            Safe       Safe       True
-73.978203,40.755325            Safe       Safe       True
-73.978577,40.755325            Safe       Safe       True
-73.979324,40.755325            Safe       Safe       True
-73.979706,40.755325            Safe       Safe       True
-73.980453,40.755325            Safe       Safe       True
-73.980827,40.755325            Safe       Safe       True
-73.981583,40.755325            Safe       Safe       True
-73.981956,40.755325            Safe       Safe       True
-73.982704,40.755325            Safe       Safe       True
-73.983078,40.755325            Safe       Safe       True
-73.983833,40.755325            Safe       Safe       True
-73.984207,40.755325            Safe       Safe       True
-73.984955,40.755325            Safe       Safe       True
-73.985336,40.755325            Safe       Safe       True
-73.986084,40.755325            Safe       Safe       True
-73.986458,40.755325            Safe       Safe       True
-73.987206,40.755325            Safe       Safe       True
-73.987587,40.755325            Safe       Safe       True
-73.988335,40.755325            Safe       Safe       True
-73.988708,40.755325            Safe       Safe       True
-73.989464,40.755325            Safe       Safe       True
-73.989838,40.755325            Safe       Safe       True
-73.990585,40.755325          Unsafe       Safe      False
-73.990959,40.755325            Safe       Safe       True
-73.991714,40.755325            Safe       Safe       True
-73.992088,40.755325            Safe       Safe       True
-73.992836,40.755325            Safe       Safe       True
-73.993217,40.755325            Safe       Safe       True
-73.993965,40.755325            Safe       Safe       True
-73.994339,40.755325            Safe       Safe       True
-73.995087,40.755325            Safe       Safe       True
-73.995468,40.755325            Safe       Safe       True
-73.99659,40.755325             Safe       Safe       True
-73.997345,40.755325            Safe       Safe       True
-73.997719,40.755325            Safe       Safe       True
-73.998466,40.755325            Safe       Safe       True
-73.99884,40.755325             Safe       Safe       True
-73.999596,40.755325            Safe       Safe       True
-73.999969,40.755325            Safe       Safe       True
-74.000725,40.755325            Safe       Safe       True
-74.001099,40.755329            Safe       Safe       True
-74.001862,40.755329            Safe       Safe       True
-74.002243,40.755333            Safe     Unsafe      False
-74.003014,40.755337            Safe       Safe       True
-74.003403,40.755341            Safe     Unsafe      False
-74.004196,40.755341            Safe       Safe       True
-73.960747,40.75565             Safe       Safe       True
-73.961121,40.75565             Safe       Safe       True
-73.961876,40.75565             Safe       Safe       True
-73.96225,40.75565              Safe       Safe       True
-73.963005,40.75565             Safe       Safe       True
-73.963379,40.75565             Safe       Safe       True
-73.964127,40.75565             Safe       Safe       True
-73.964508,40.75565             Safe       Safe       True
-73.965256,40.75565             Safe       Safe       True
-73.96563,40.75565              Safe       Safe       True
-73.966377,40.75565             Safe       Safe       True
-73.966759,40.75565             Safe       Safe       True
-73.967506,40.75565             Safe       Safe       True
-73.96788,40.75565              Safe       Safe       True
-73.968636,40.75565             Safe       Safe       True
-73.969009,40.75565             Safe       Safe       True
-73.969757,40.75565             Safe       Safe       True
-73.970131,40.75565             Safe       Safe       True
-73.970886,40.75565             Safe       Safe       True
-73.97126,40.75565              Safe       Safe       True
-73.972008,40.75565             Safe       Safe       True
-73.972389,40.75565             Safe       Safe       True
-73.973137,40.75565             Safe       Safe       True
-73.973511,40.75565             Safe       Safe       True
-73.974258,40.75565             Safe       Safe       True
-73.97464,40.75565              Safe       Safe       True
-73.975388,40.75565             Safe       Safe       True
-73.975761,40.75565             Safe       Safe       True
-73.976517,40.75565             Safe       Safe       True
-73.976891,40.75565             Safe       Safe       True
-73.977638,40.75565             Safe       Safe       True
-73.978012,40.75565             Safe       Safe       True
-73.978767,40.75565             Safe       Safe       True
-73.979141,40.75565             Safe       Safe       True
-73.979889,40.75565             Safe       Safe       True
-73.98027,40.75565              Safe       Safe       True
-73.981018,40.75565             Safe       Safe       True
-73.981392,40.75565             Safe       Safe       True
-73.98214,40.75565              Safe       Safe       True
-73.982521,40.75565             Safe       Safe       True
-73.983269,40.75565             Safe       Safe       True
-73.983643,40.75565             Safe       Safe       True
-73.984398,40.75565             Safe       Safe       True
-73.984772,40.75565             Safe       Safe       True
-73.985519,40.75565             Safe       Safe       True
-73.985893,40.75565             Safe       Safe       True
-73.986649,40.75565             Safe       Safe       True
-73.987022,40.75565             Safe       Safe       True
-73.98777,40.75565              Safe       Safe       True
-73.988144,40.75565             Safe       Safe       True
-73.988899,40.75565             Safe       Safe       True
-73.989273,40.75565             Safe       Safe       True
-73.990021,40.75565             Safe       Safe       True
-73.990402,40.75565             Safe       Safe       True
-73.99115,40.75565              Safe       Safe       True
-73.991524,40.75565             Safe       Safe       True
-73.992279,40.75565             Safe       Safe       True
-73.992653,40.75565             Safe       Safe       True
-73.993401,40.75565             Safe       Safe       True
-73.993774,40.75565             Safe       Safe       True
-73.99453,40.75565              Safe       Safe       True
-73.994904,40.75565             Safe       Safe       True
-73.995651,40.75565             Safe       Safe       True
-73.996025,40.75565             Safe       Safe       True
-73.99678,40.75565              Safe       Safe       True
-73.997154,40.75565             Safe       Safe       True
-73.997902,40.75565             Safe       Safe       True
-73.998283,40.75565             Safe       Safe       True
-73.999031,40.75565             Safe       Safe       True
-73.999405,40.75565             Safe       Safe       True
-74.00016,40.755653             Safe       Safe       True
-74.000534,40.755653            Safe       Safe       True
-74.001289,40.755653            Safe       Safe       True
-74.001671,40.755657            Safe       Safe       True
-74.002441,40.755661            Safe       Safe       True
-74.002823,40.755665            Safe       Safe       True
-74.003998,40.755665            Safe     Unsafe      False
-74.003609,40.755669            Safe       Safe       True
-73.960182,40.75597             Safe     Unsafe      False
-73.960556,40.755974            Safe       Safe       True
-73.961311,40.755974            Safe       Safe       True
-73.961693,40.755974            Safe       Safe       True
-73.96244,40.755974             Safe       Safe       True
-73.962814,40.755978            Safe       Safe       True
-73.96357,40.755978             Safe       Safe       True
-73.963943,40.755978            Safe       Safe       True
-73.964691,40.755978            Safe       Safe       True
-73.965065,40.755978            Safe       Safe       True
-73.96582,40.755978             Safe       Safe       True
-73.966194,40.755978            Safe       Safe       True
-73.966942,40.755978            Safe       Safe       True
-73.967323,40.755978            Safe       Safe       True
-73.968071,40.755978            Safe       Safe       True
-73.968445,40.755978            Safe       Safe       True
-73.969193,40.755978            Safe       Safe       True
-73.969574,40.755978            Safe       Safe       True
-73.970322,40.755978            Safe       Safe       True
-73.970695,40.755978            Safe       Safe       True
-73.971451,40.755978            Safe       Safe       True
-73.971825,40.755978            Safe       Safe       True
-73.972572,40.755978            Safe       Safe       True
-73.972946,40.755978            Safe       Safe       True
-73.973701,40.755978            Safe       Safe       True
-73.974075,40.755978            Safe       Safe       True
-73.974823,40.755978            Safe       Safe       True
-73.975197,40.755978            Safe       Safe       True
-73.975952,40.755978            Safe       Safe       True
-73.976326,40.755978            Safe       Safe       True
-73.977074,40.755978            Safe       Safe       True
-73.977455,40.755978            Safe       Safe       True
-73.978203,40.755978            Safe       Safe       True
-73.978577,40.755978            Safe       Safe       True
-73.979324,40.755978            Safe       Safe       True
-73.979706,40.755978            Safe       Safe       True
-73.980453,40.755978            Safe       Safe       True
-73.980827,40.755978            Safe       Safe       True
-73.981583,40.755978            Safe       Safe       True
-73.981956,40.755978            Safe       Safe       True
-73.982704,40.755978            Safe       Safe       True
-73.983078,40.755978            Safe       Safe       True
-73.983833,40.755978            Safe       Safe       True
-73.984207,40.755978            Safe       Safe       True
-73.984955,40.755978            Safe       Safe       True
-73.985336,40.755978            Safe       Safe       True
-73.986084,40.755978            Safe       Safe       True
-73.986458,40.755978            Safe       Safe       True
-73.987206,40.755978            Safe       Safe       True
-73.987587,40.755978            Safe       Safe       True
-73.988335,40.755978            Safe       Safe       True
-73.988708,40.755978            Safe       Safe       True
-73.989464,40.755978            Safe       Safe       True
-73.989838,40.755978            Safe       Safe       True
-73.990585,40.755978            Safe       Safe       True
-73.990959,40.755978            Safe       Safe       True
-73.991714,40.755978            Safe       Safe       True
-73.992088,40.755978            Safe       Safe       True
-73.992836,40.755978            Safe       Safe       True
-73.993217,40.755978            Safe       Safe       True
-73.993965,40.755978            Safe       Safe       True
-73.994339,40.755978            Safe       Safe       True
-73.995087,40.755978            Safe       Safe       True
-73.995468,40.755978            Safe       Safe       True
-73.996216,40.755978            Safe       Safe       True
-73.99659,40.755978             Safe       Safe       True
-73.997345,40.755978            Safe       Safe       True
-73.997719,40.755978            Safe       Safe       True
-73.998466,40.755978            Safe       Safe       True
-73.99884,40.755978             Safe       Safe       True
-73.999596,40.755978            Safe       Safe       True
-73.999969,40.755978            Safe       Safe       True
-74.000725,40.755978            Safe       Safe       True
-74.001106,40.755978            Safe       Safe       True
-74.001869,40.755981            Safe       Safe       True
-74.002251,40.755985            Safe       Safe       True
-74.003021,40.755993            Safe       Safe       True
-74.003418,40.755993            Safe       Safe       True
-73.955353,40.75613             Safe     Unsafe      False
-73.95504,40.756149             Safe       Safe       True
-73.959991,40.756294            Safe     Unsafe      False
-73.960747,40.756298            Safe       Safe       True
-73.961128,40.756298            Safe       Safe       True
-73.961876,40.756302            Safe       Safe       True
-73.96225,40.756302             Safe       Safe       True
-73.963005,40.756302            Safe       Safe       True
-73.963379,40.756302            Safe       Safe       True
-73.964127,40.756302            Safe       Safe       True
-73.964508,40.756302            Safe       Safe       True
-73.965256,40.756302            Safe       Safe       True
-73.96563,40.756302             Safe       Safe       True
-73.966377,40.756302            Safe       Safe       True
-73.966759,40.756302            Safe       Safe       True
-73.967506,40.756302            Safe       Safe       True
-73.96788,40.756302             Safe       Safe       True
-73.968636,40.756302            Safe       Safe       True
-73.969009,40.756302            Safe       Safe       True
-73.969757,40.756302            Safe       Safe       True
-73.970131,40.756302            Safe       Safe       True
-73.970886,40.756302            Safe       Safe       True
-73.97126,40.756302             Safe       Safe       True
-73.972008,40.756302            Safe       Safe       True
-73.972389,40.756302            Safe       Safe       True
-73.973137,40.756302            Safe       Safe       True
-73.973511,40.756302            Safe       Safe       True
-73.974258,40.756302            Safe       Safe       True
-73.97464,40.756302             Safe       Safe       True
-73.975388,40.756302            Safe       Safe       True
-73.975761,40.756302            Safe       Safe       True
-73.976517,40.756302            Safe       Safe       True
-73.976891,40.756302            Safe       Safe       True
-73.977638,40.756302            Safe       Safe       True
-73.978012,40.756302            Safe       Safe       True
-73.978767,40.756302            Safe       Safe       True
-73.979141,40.756302            Safe       Safe       True
-73.979889,40.756302            Safe       Safe       True
-73.98027,40.756302             Safe       Safe       True
-73.981018,40.756302            Safe       Safe       True
-73.981392,40.756302            Safe       Safe       True
-73.98214,40.756302             Safe       Safe       True
-73.982521,40.756302            Safe       Safe       True
-73.983269,40.756302            Safe       Safe       True
-73.983643,40.756302            Safe       Safe       True
-73.984398,40.756302            Safe       Safe       True
-73.984772,40.756302            Safe       Safe       True
-73.985519,40.756302            Safe       Safe       True
-73.985893,40.756302            Safe       Safe       True
-73.986649,40.756302            Safe       Safe       True
-73.987022,40.756302            Safe       Safe       True
-73.98777,40.756302             Safe       Safe       True
-73.988144,40.756302            Safe       Safe       True
-73.988899,40.756302            Safe       Safe       True
-73.989273,40.756302            Safe       Safe       True
-73.990021,40.756302            Safe       Safe       True
-73.990402,40.756302            Safe       Safe       True
-73.99115,40.756302             Safe       Safe       True
-73.991524,40.756302            Safe       Safe       True
-73.992279,40.756302            Safe       Safe       True
-73.992653,40.756302            Safe       Safe       True
-73.993401,40.756302            Safe       Safe       True
-73.993774,40.756302            Safe       Safe       True
-73.99453,40.756302             Safe       Safe       True
-73.994904,40.756302            Safe       Safe       True
-73.995651,40.756302            Safe       Safe       True
